"nome","resumo","coordenador"
"OBSERVATÓRIO DE POLÍTICAS PÚBLICAS PARA A ADOLESCÊNCIA DA UERJ - OPPA/UERJ","O observatório de políticas públicas para o jovem adolescente da uerj representa uma estratégia da universidade do estado do rio de janeiro destinada a concentrar esforços acadêmicos na promoção do conhecimento e no fortalecimento das políticas públicas direcionadas à adolescência. Este observatório é uma plataforma interdisciplinar que reúne dados informações oportunidades e eventos atualizados relacionados a políticas públicas para jovens adolescentes. Ele opera como uma unidade de pesquisa colaborando com estudantes professores e membros da sociedade em diversas áreas como questões raciais de gênero mercado de trabalho cultura religião mídias sociais arte esporte direito à cidade política de educação e violência. Além de produzir resultados acadêmicos o observatório oferece serviços de apoio às prefeituras para a implementação de políticas públicas voltadas para jovens adolescentes incluindo capacitação assessoria consultoria e projetos especiais.","Tatiane Alves Baptista"
"CONHECENDO NOSSA ILHA","O projeto conhecendo nossa ilha do ecomuseu ilha grande tem como objetivo compartilhar com os alunos e professores das escolas públicas municipais e estaduais da ilha grande e da baía da ilha grande o conhecimento da história da ilha através da visitação aos núcleos do ecomuseu ilha grande bem como através de atividades realizadas nas escolas. As ações serão desenvolvidas em duas etapas: 1° a equipe do ecomuseu visitará as escolas apresentando seus núcleos e atividades. Será constituída de amostra do acervo plantas nativas exposição em realidade aumentada e contação de história da ilha grande. Nessa etapa está prevista também a apresentação de pesquisas e exposições de grupos de pesquisa da uerj em parceria. 2° as escolas irão com até 30 (trinta) pessoas entre alunos e professores conhecer os espaços e exposições do ecomuseu ilha grande e realizarão atividades em conjunto. Será servido almoço e lanche aos participantes.","Vivianne Ribeiro Valença"
"OFICINA DE GÊNEROS TEXTUAIS","O projeto oficina de gêneros literários tem como proposta a realização de uma oficina voltada para a criação de diferentes gêneros textuais ( crônica conto novela) tendo como foco a nossa cidade. A oficina se propõe a atender pessoas que mesmo tendo concluído curso superior em diferentes áreas do conhecimento estão interessadas em manter sua atividade intelectual e aprimorar seu aprendizado. O projeto se compõe de uma turma com cerca de 15 alunos acompanhados por um professor regente graduando de letras. As aulas acontecem na sala de reuniões do proalfa duas vezes por semana de 14 às 17 horas. A avaliação da produção dos alunos é feita através da discussão do professor com cada aluno individualmente e pela leitura coletiva em sala de aula. O bolsista do projeto é acompanhado semanalmente por supervisão pedagógica onde são elaborados os planejamentos de aula com a análise dos trabalhos realizados na semana anterior. Nesta reunião uma das características é a multidisciplinaridade que ocorre a partir dos diversos discursos dos bolsistas. Há ainda semanalmente grupo de estudo temático.","Regina Celi Brasil De Brito Mello"
"PROALFA/ CLASSES DE ALFABETIZAÇÃO E LETRAMENTO","O projeto classes de alfabetização e letramento de jovens e adultos configura-se como uma proposta de educação não-formal direcionada ao aprendizado ou aperfeiçoamento da leitura da escrita e da matemática; tem como objetivo promover um espaço sócio-cultural-educativo em alfabetização letramento direcionado à educação de jovens e adultos sem escolarização ou que mesmo sendo considerados alfabetizados desejam retornar seus estudos . O projeto classes de alfabetização e letramento compõe-se de 3(três) turmas assim denominadas: mangueira i mangueira ii unati i e unati ii num total de aproximadamente oitenta alunos oriundos da uerj e de diversos bairros da cidade do rio de janeiro. Cada turma é acompanhada por um professor regente preferencialmente um graduando de pedagogia. As aulas acontecem em salas cedidas pelo instituto de filosofia e ciências sociais (9º andar) três vezes por semana das 14 às 17 horas. Os bolsistas do projeto são acompanhados semanalmente por supervisão pedagógica onde são elaborados os planejamentos de aula bem como a análise dos trabalhos realizados na semana anterior. Nesta reunião uma das características é a multidisciplinaridade que ocorre a partir dos diversos discursos dos bolsistas. Há ainda semanalmente grupo de estudo temático. Assim além de oferecer um ensino de qualidade aos alunos de eja (educação de jovens e adultos) em nosso caso a maioria de idosos também capacitamos nossos jovens bolsistas para uma futura atuação profissional condizente com a necessidade da realidade educacional brasileira.","Regina Celi Brasil De Brito Mello"
"DIÁLOGOS UNIVERSIDADE-ESCOLA: REDES DE CONVERSAÇÃO E FORMAÇÃO CONTINUADA – CAFÉ COM CURRÍCULO","O projeto tem 13 anos de existência e tem por objetivo promover ""espaçostempos"" de conversas produção de experiências e conhecimentos entre docentes atuantes na educação básica bem como entre licenciandos buscando propiciar o exercício do olhar investigativo e da produção solidária de conhecimentos e práticas pedagógicas a partir das redes que se tecem com narrativas docentes. Entende os diálogos entre as escolas e a universidade como um dos espaços propícios à produção de conhecimentos e formação investindo nas trocas e produções que esses diálogos podem fomentar e na necessária sistematização dos saberes e experiências produzidos pelos professores e pelas escolas em suas práticas e táticas cotidianas especialmente no campo do currículo. Entende ainda ser fundamental a existência desse espaço para melhor compreender os processos formativos e de produção da docência como ação profissional e cultural para se pensar as estruturas hierarquizantes e demeritórias que permeiam o currículo bem como contribuir de forma efetiva para a produção de conhecimentos que promovam reflexões para a justiça social igualdade diferença e respeito a diversidade cultural. A compreensão dos processos formativos e de produção dos currículos tecidas com os professores a partir de suas narrativas com base em suas práticas visa contribuir para o fortalecimento político-profissional dos docentes e a identificação dos saberes e prática desenvolvidos nas produções dos currículos e que reafirmam as possibilidades de suas produções e saberes. O projeto é integrado à rede latinoamericana de formação - formad e ao fórum permanente de pesquisa narrativa - foppen.","Alexandra Garcia Ferreira Lima"
"PARCERIA COM ESCOLAS PÚBLICAS NA PRODUÇÃO DO CURRÍCULO PARA O ENSINO MÉDIO: GESTÃO DEMOCRÁTICA E FORMAÇÃO CONTINUADA DE PROFESSORES","Este projeto visa organizar atividades de apoio pedagógico e curricular com docentes e estudantes de duas escolas públicas de nível médio do rio de janeiro voltadas à melhoria do desenvolvimento curricular com foco na organização dos itinerários formativos. Serão organizadas atividades de formação continuada em serviço dos docentes voltadas para o currículo e a gestão democrática visando que as escolas organizem sua proposta de itinerários formativos de forma contextual bem como tendo em vista a articulação entre demandas dos estudantes e demandas dos docentes dentro das possibilidades apresentadas pela reforma do ensino médio implementada pela seeduc/rj. Esse projeto de melhoria do desenvolvimento curricular está associado aos objetivos de melhoria da infraestrutura das escolas particularmente em suas tecnologias de informação e comunicação e no acervo bibliográfico de interesse de estudantes e docentes de forma criar maiores condições de organização dos itinerários formativos.","Alice Ribeiro Casimiro Lopes"
"A CONDIÇÃO JOVEM DE REFÚGIO NO RIO DE JANEIRO E OS APRENDIZADOS DA LÍNGUA PORTUGUESA","O presente projeto de extensão é reformulação a partir da avaliação e reflexão sobre 5 anos de existência do projeto de extensão “acolhimento de refugiados no brasil: construção de plataforma virtual para curso de português” que contou com bolsa de extensão de 2016 a 2020 tendo sido aprovado sem bolsa na renovação de 2021 e não reapresentado para o período de 2022. O projeto também se articula com ação de pesquisa atualmente contemplada com uma bolsa de iniciação científica da faperj através do projeto “narrativas e experiências de vida de jovens em refúgio no rio de janeiro”. A articulação maior e mais antiga contudo se dá com o pares cáritas organização não governamental que acolhe refugiados e solicitantes de refúgio e oferece entre outras ações curso de português com refugiados em parceria com a uerj. Esta parceria integra o plano de trabalho da cátedra sérgio vieira de mello para refugiados do alto comissariado das nações unidas para refugiados (acnur) da onu instalada na uerj em 2017 tendo sido coordenada por mim no biênio 2019-2021 e que é composta por docentes de várias unidades e diferentes centros da uerj. A proposta continua sendo a de dar suporte à realização do curso de português com refugiados mas a partir da compreensão de que uma plataforma específica não atende à demanda nem às possibilidades de conexão e acesso bem como de diversidade de materiais e suportes através dos quais são disponibilizados. Neste sentido os anos de experiência nesta parceria informam a necessidade de dar continuidade aos encontros de planejamento e mais que construir uma plataforma dar materialidade a um princípio caro aos debates sobre a oferta de educação de jovens e adultos: disponibilizar variedade de materiais em formatos diversos linguagens variadas temas abrangentes que possam atender a interesses e sentidos de aprendizados também diversos pois são diversos os perfis do público atendido seja na eja seja no curso oferecido na uerj.","Ana Karina Brenner"
"EDUCAÇÃO INCLUSIVA E VIVÊNCIA UNIVERSITÁRIA: UMA PROPOSTA PARA ESTUDANTES COM DEFICIÊNCIA INTELECTUAL E/OU AUTISMO","O presente projeto tem como objetivo proporcionar vivência universitária para pessoas com deficiência intelectual e/ou transtorno do espectro autista (tea) que cursam ou já concluíram o ensino médio. A inserção no ensino superior é um desafio para muitos sujeitos com deficiência principalmente para o público-alvo aqui definido pois apresenta inúmeros aspectos a serem vencidos como aprovação nos exames de seleção permanência na universidade e conclusão do curso além das barreiras pedagógicas e acadêmicas existentes. Muitos alunos com deficiência intelectual e/ou tea encontram dificuldades para finalizar o ensino básico e com isso é necessária a construção de estratégias que auxiliem a sua escolarização e o acesso ao mundo do trabalho e universitário. Portanto o presente estudo pretende a partir de cursos de formação na modalidade de extensão proporcionar o favorecimento da elaboração de cultura inclusiva na uerj e a quebra de paradigmas e entraves encontrados na sociedade.","Annie Gomes Redig"
"ALFABETIZAÇÃO E LETRAMENTO PARA ESTUDANTES COM DEFICIÊNCIA INTELECTUAL COM ÊNFASE NO PLANO EDUCACIONAL INDIVIDUALIZADO","O projeto insere-se na temática dos estudos sobre o processo de alfabetização de estudantes com deficiência intelectual. Tem como objetivo desenvolver um programa de formação docente para atuação com planos educacionais individualizados para este alunado. A intenção é colaborar com a perspectiva da inclusão escolar por meio do desenvolvimento e aplicação de práticas pedagógicas que favoreçam esse processo a este público. A pesquisa será desenvolvida por meio de uma abordagem qualitativa nos pressupostos da pesquisa-ação em todas as fases propostas no estudo. A opção por essa linha de investigação justifica-se pela intenção de propor uma formação para além da descrição de atividades de alfabetização permitindo que este docente seja capaz de contextualizar uma prática individualizada conforme as especificidades desse alunado. Sendo assim objetiva-se colaborar com a sistematização de ações dialógicas para favorecer a inclusão escolar. Espera-se contribuir com a formação dos docentes tanto dos participantes da pesquisa quanto dos demais que tiverem acesso ao produto do estudo. Também é esperado que possíveis entraves no processo de alfabetização dos estudantes com deficiência intelectual possam ser desvelados por meio da aplicação dos planos educacionais individualizados na modalidade remota ou presencial.","Cristina Angélica Aquino De Carvalho Mas"
"NÚCLEO DE ENSINO E PESQUISA EM FILOSOFIA POP E OUTRAS EPISTEMOLOGIAS - NEPOPE","Esse projeto tem por objetivo a consolidação do núcleo de filosofia pop e outras epistemologias (nepope). O nepope se origina e se inspira no paciente trabalho de pesquisa e documentação que o professor paulo sgarbi consagrou à cultura pop – e mais precisamente à hq – dedicando-se ao estudo dessa e outras significações que marcaram e marcam ainda as formas de subjetivação correntes e que apenas há poucas décadas tornaram-se objeto de atenção e de estudos filosóficos e de teorias das ciências sociais e humanas. Localizado na gibiteca armando sgarbi/uerj o núcleo prevê a manutenção catalogação e expansão do vasto acervo da gibiteca que conta com exemplares que datam desde 1880. Cabe ressaltar que o acesso a esse material de pesquisa é ainda hoje muito difícil para os pesquisadores tendo em vista que a grande maioria das gibitecas é fruto da iniciativa privada. Dessa maneira o presente projeto possui dois eixos principais: (1) como já mencionado a manutenção catalogação e expansão do acervo da gibiteca com o objetivo de estabelecer condições materiais de pesquisa; (2) a consolidação do grupo de estudos voltado para as discussões atuais envolvendo os produtos da cultura pop e das manifestações próprias da cultura popular na formação humana assim como para outras formas de investimento teórico e investigativo em culturas que permaneceram historicamente à margem em tradições silenciadas em expressões emergentes de arte e de modos de ser. Dessa maneira acreditamos por meio do grupo de estudos e de futuras parcerias ser possível a consolidação de uma área de pesquisa que encontra-se ainda muito nova em nosso país e que comumente enxerga os elementos culturais que destacamos acima como meros “recursos didáticos”.","Danilo Bantim Frambach"
"PENDERE: DISSEMINAÇÃO FILOSÓFICA E ARTÍSTICA NAS REDES","Página na rede social instagram para criação de posrtagens com ensaios filosóficos originais. Os textos exploram a experimentação ensaística sobre questões relevantes do nosso mundo e a investigação séria e sincera de questões existenciais – questões que colocam a nossa existência em jogo visando assim a disseminação de conteúdo filosófico para um público amplo. As postagens serão acompanhadas de imagens preferencialmente produzidas por artistas brasileiros contemporâneos.","Diogo Barros Bogéa"
"EDUCAÇÃO POÉTICA","Repensar e realizar iniciativas para um pensamento que proponha uma nova perspectiva educacional. Perspectiva esta que se inaugura numa não-formação ou seja a partir da construção de um caminho próprio e não determinado por quaisquer interesses alheios à constituição das próprias paixões de uma vontade criadora poética. Para tanto o projeto visa um resgate da educação enquanto constituição de uma memória histórica possibilitada pela vigência real das artes.","Diogo Dos Santos Silva"
"FÓRUM PERMANENTE DE EDUCAÇÃO INCLUSIVA","O fórum permanente de educação inclusiva tem como objetivo o intercâmbio entre a universidade e a comunidade externa possibilitando assim uma troca entre os conhecimentos científicos e as experiências. A metodologia é participante e as temáticas são construídas a partir da demanda surgida dos próprios atores integrantes do grupo. Organiza-se através de fóruns encontros e seminários possuindo também um site que registra a memória do fórum e email para contato permanente do grupo aberto também à comunidade ( www.Nucleoneei.Org)","Ediclea Mascarenhas Fernandes"
"INCLUSÃO E DIVERSIDADE HUMANA : VIVENCIANDO LINGUAGENS","O projeto é desenvolvido no núcleo de estudos e pesquisas em educação inclusiva (neei) da faculdade de educação da universidade do estado do rio de janeiro (uerj) sendo de natureza qualitativa e de cunho participante realizado no cotidiano das classes regulares inclusivas e objetiva contribuir para a formação continuada dos professores e com a avaliação das potencialidades afetivas cognitivas motoras e linguísticas dos alunos com necessidades educativas especiais identificando assim as áreas de necessidades educacionais especiais para a promoção de recursos de acessibilidade ou adaptações curriculares dentre eles as tecnologias assistivas. Através desse projeto são apresentadas as oficinas de currículo e acessibilidade (ocas) aos professores tanto da rede pública de ensino quanto da rede privada e também nos cursos de pedagogia e licenciaturas onde são expostos recursos de acessibilidade que podem ser utilizados por alunos com deficiência física; intelectual/ mental; múltipla; auditiva e dificuldades da comunicação oriundo de quadros de transtornos invasivos do desenvolvimento. As ocas têm como objetivo mostrar aos docentes que além do aprendizado é importante compreender a diversidade existente entre cada alunado. Lidando assim com as especificidades educacionais de cada um e com base nesse conhecimento os docentes passam a observar a importância desses recursos de acessibilidade dentro da sala de aula. Afinal eles são materiais que servem como apoio didático adaptando o currículo às necessidades educacionais especiais de cada aluno com deficiência a fim de garantir a sua aprendizagem plena.","Ediclea Mascarenhas Fernandes"
"OBSERVATÓRIO DE POLÍTICAS PÚBLICAS EM EDUCAÇÃO ESPECIAL DOS MUNICÍPIOS DO ESTADO DO RIO DE JANEIRO","O projeto extensionista observatório de políticas públicas em educação especial do estado do rio de janeiro possui como objetivo implantar um fórum de gestores municipais de educação especial e gestores de políticas transversais à educação para avaliação continuada das metas do plano nacional de educação sobretudo a meta iv e as formas de exequibilidade em cada município envolvido por meio da criação de redes de interação entre os serviços e coordenações envolvidos. A difusão e divulgação de projetos pedagógicos inovadores de atendimento educacional especializado a alunos com deficiências transtornos invasivos de desenvolvimento e altas habilidades/ superdotação na perspectiva da educação inclusiva serão divulgadas em eventos presenciais ou pelo site www.Nucleoneei.Org. O tripé universitário das ações de docência pesquisa e extensão consolida-se como um ponto estratégico para difusão de informações promoção de parcerias e construção de conhecimentos comprometidos com o bem estar social com a ética da garantia de direitos humanos. O projeto nacional para educação e escolarização de pessoas com necessidades especiais nos espaços do ensino público vem se ampliando nas últimas décadas nos dispositivos legais da constituição federal na lei de diretrizes e bases da educação no plano nacional de educação e em tratados e declarações internacionais como pacto de educação para todos a declaração de salamanca o decreto 5296/04 que garante acessibilidade e o decreto 6949/09 que promulga a convenção internacional sobre os direitos das pessoas com deficiência. Tendo como base a metodologia de pesquisa participante e a permanente interlocução com gestores de forma presencial on line ( grupo whats app gestão em ação) o observatório ganhará corporeidade por meio da compilação de experiências de saberes docentes propostas pedagógicas inovadoras que poderão ser acessíveis às redes de ensino em forma presencial ou nas mídias durante modo de ensino remoto.","Ediclea Mascarenhas Fernandes"
